Date and time,actual,predicted,index,lower_bound,upper_bound
2022-02-10 02:00:00,4.9432777777777765,3.20906930922435,2022-02-10 02:00:00,1.2871459520925281,5.130992666356172
2022-02-10 03:00:00,5.244277777777778,3.2872335136582884,2022-02-10 03:00:00,1.3653101565264665,5.20915687079011
2022-02-10 04:00:00,3.6277500000000003,3.5870212075433914,2022-02-10 04:00:00,1.6650978504115694,5.508944564675213
2022-02-10 05:00:00,4.105444444444443,3.935340145247306,2022-02-10 05:00:00,2.013416788115484,5.857263502379128
2022-02-10 06:00:00,5.402444444444445,5.075399278359491,2022-02-10 06:00:00,3.153475921227669,6.997322635491313
2022-02-10 07:00:00,10.014500000000002,11.643823073347377,2022-02-10 07:00:00,9.721899716215555,13.5657464304792
2022-02-10 08:00:00,9.445083333333331,10.70052135233724,2022-02-10 08:00:00,8.778597995205418,12.622444709469063
2022-02-10 09:00:00,8.930833333333336,9.948713331595583,2022-02-10 09:00:00,8.02678997446376,11.870636688727405
2022-02-10 10:00:00,8.882444444444443,9.592775414509127,2022-02-10 10:00:00,7.670852057377305,11.51469877164095
2022-02-10 11:00:00,8.07761111111111,8.59833269423338,2022-02-10 11:00:00,6.676409337101557,10.520256051365202
2022-02-10 12:00:00,7.718027777777777,7.585489265656438,2022-02-10 12:00:00,5.663565908524616,9.50741262278826
2022-02-10 13:00:00,7.661888888888888,7.072779120092603,2022-02-10 13:00:00,5.150855762960781,8.994702477224426
2022-02-10 14:00:00,7.3861944444444445,6.716901800205944,2022-02-10 14:00:00,4.794978443074122,8.638825157337767
2022-02-10 15:00:00,7.491888888888889,6.671606694043387,2022-02-10 15:00:00,4.7496833369115645,8.59353005117521
2022-02-10 16:00:00,7.303111111111111,6.8741092591834265,2022-02-10 16:00:00,4.952185902051605,8.796032616315248
2022-02-10 17:00:00,1.6718888888888885,2.910524226498827,2022-02-10 17:00:00,0.988600869367005,4.832447583630649
2022-02-10 18:00:00,0.12197222222222208,0.0,2022-02-10 18:00:00,-2.3049157773454874,1.5389309369181565
2022-02-10 19:00:00,0.11861111111111095,0.0,2022-02-10 19:00:00,-2.2424659435096914,1.6013807707539525
2022-02-10 20:00:00,0.12044444444444433,0.0,2022-02-10 20:00:00,-2.0023442549407053,1.8415024593229385
2022-02-10 21:00:00,0.6015277777777777,1.0194633170195697,2022-02-10 21:00:00,-0.9024600401122522,2.9413866741513917
2022-02-10 22:00:00,1.1639166666666663,1.790122563889108,2022-02-10 22:00:00,-0.13180079324271388,3.71204592102093
2022-02-10 23:00:00,1.2885555555555555,2.6136312061185643,2022-02-10 23:00:00,0.6917078489867423,4.535554563250386
2022-02-11 00:00:00,1.7683080524344565,2.4734114245548398,2022-02-11 00:00:00,0.5514880674230178,4.395334781686662
2022-02-11 01:00:00,1.9198888888888888,3.050337390278945,2022-02-11 01:00:00,1.128414033147123,4.9722607474107665
2022-02-11 02:00:00,2.1067499999999995,2.861630085791188,2022-02-11 02:00:00,0.9397067286593659,4.78355344292301
2022-02-11 03:00:00,2.2874444444444433,3.0455431585886927,2022-02-11 03:00:00,1.1236198014568708,4.967466515720515
2022-02-11 04:00:00,2.448027777777777,3.113697822932055,2022-02-11 04:00:00,1.1917744658002332,5.0356211800638775
2022-02-11 05:00:00,2.977055555555555,3.3968144843372556,2022-02-11 05:00:00,1.4748911272054337,5.318737841469078
2022-02-11 06:00:00,4.651083333333333,4.035988764260765,2022-02-11 06:00:00,2.1140654071289426,5.957912121392587
2022-02-11 07:00:00,9.522055555555557,10.918578555512982,2022-02-11 07:00:00,8.99665519838116,12.840501912644804
2022-02-11 08:00:00,9.491194444444446,10.303631355437318,2022-02-11 08:00:00,8.381707998305496,12.22555471256914
2022-02-11 09:00:00,9.139388888888888,10.194192383173387,2022-02-11 09:00:00,8.272269026041565,12.11611574030521
2022-02-11 10:00:00,8.507305555555556,9.327719042069393,2022-02-11 10:00:00,7.405795684937571,11.249642399201216
2022-02-11 11:00:00,6.727305555555555,7.889226720415501,2022-02-11 11:00:00,5.96730336328368,9.811150077547323
2022-02-11 12:00:00,6.173500000000001,7.093430370925498,2022-02-11 12:00:00,5.171507013793676,9.01535372805732
2022-02-11 13:00:00,5.998138888888888,6.561664487274384,2022-02-11 13:00:00,4.639741130142562,8.483587844406205
2022-02-11 14:00:00,5.90738888888889,6.799572874460704,2022-02-11 14:00:00,4.877649517328882,8.721496231592527
2022-02-11 15:00:00,5.7602222222222235,6.46742093793585,2022-02-11 15:00:00,4.545497580804028,8.389344295067671
2022-02-11 16:00:00,5.836527777777777,6.657122054864703,2022-02-11 16:00:00,4.735198697732882,8.579045411996525
2022-02-11 17:00:00,1.6128888888888884,3.1503264499897767,2022-02-11 17:00:00,1.2284030928579548,5.072249807121599
2022-02-11 18:00:00,0.12038888888888873,0.0,2022-02-11 18:00:00,-2.2003481366219098,1.6434985776417341
2022-02-11 19:00:00,0.1227222222222221,0.449106996850853,2022-02-11 19:00:00,-1.472816360280969,2.371030353982675
2022-02-11 20:00:00,0.12102777777777765,0.12418729157473685,2022-02-11 20:00:00,-1.797736065557085,2.046110648706559
2022-02-11 21:00:00,0.11799999999999986,0.9751688273581998,2022-02-11 21:00:00,-0.9467545297736222,2.8970921844900217
2022-02-11 22:00:00,1.493722222222222,2.4588423664673056,2022-02-11 22:00:00,0.5369190093354836,4.3807657235991275
2022-02-11 23:00:00,1.4209444444444443,2.856640620008853,2022-02-11 23:00:00,0.9347172628770313,4.778563977140675
2022-02-12 00:00:00,2.0633888888888885,4.212447978567119,2022-02-12 00:00:00,2.290524621435297,6.13437133569894
2022-02-12 01:00:00,2.1757222222222223,4.1171055856824665,2022-02-12 01:00:00,2.1951822285506446,6.039028942814289
2022-02-12 02:00:00,3.3870000000000005,3.805187624981344,2022-02-12 02:00:00,1.8832642678495222,5.727110982113166
2022-02-12 03:00:00,3.4989444444444446,4.554025021809654,2022-02-12 03:00:00,2.632101664677832,6.475948378941476
2022-02-12 04:00:00,4.587972222222223,4.1479093164922896,2022-02-12 04:00:00,2.2259859593604676,6.069832673624111
2022-02-12 05:00:00,5.804916666666667,4.688254626365574,2022-02-12 05:00:00,2.7663312692337523,6.610177983497396
2022-02-12 06:00:00,5.310805555555555,5.4875011633785675,2022-02-12 06:00:00,3.5655778062467456,7.40942452051039
2022-02-12 07:00:00,6.062333333333333,5.078432859438479,2022-02-12 07:00:00,3.156509502306657,7.000356216570301
2022-02-12 08:00:00,5.159972222222223,5.137004205474071,2022-02-12 08:00:00,3.215080848342249,7.058927562605893
2022-02-12 09:00:00,2.9134722222222225,5.089918275710056,2022-02-12 09:00:00,3.1679949185782337,7.011841632841877
2022-02-12 10:00:00,2.3059722222222216,4.212616298093081,2022-02-12 10:00:00,2.2906929409612586,6.134539655224902
2022-02-12 11:00:00,2.2792222222222223,3.5621613785687667,2022-02-12 11:00:00,1.6402380214369447,5.484084735700589
2022-02-12 12:00:00,1.9546666666666663,2.8444000282613637,2022-02-12 12:00:00,0.9224766711295418,4.766323385393186
2022-02-12 13:00:00,2.25925,2.382484999012504,2022-02-12 13:00:00,0.46056164188068216,4.304408356144326
2022-02-12 14:00:00,2.1248055555555556,1.9735365124673376,2022-02-12 14:00:00,0.05161315533551569,3.8954598695991596
2022-02-12 15:00:00,2.1298611111111105,1.4481409847582638,2022-02-12 15:00:00,-0.47378237237355814,3.3700643418900857
2022-02-12 16:00:00,1.9246388888888888,1.9451906921752276,2022-02-12 16:00:00,0.023267335043405613,3.8671140493070495
2022-02-12 17:00:00,2.583527777777778,3.4552175316847156,2022-02-12 17:00:00,1.5332941745528936,5.3771408888165375
2022-02-12 18:00:00,3.031527777777778,4.198690787336322,2022-02-12 18:00:00,2.2767674302045005,6.120614144468144
2022-02-12 19:00:00,4.141638888888889,4.628513005112827,2022-02-12 19:00:00,2.7065896479810054,6.55043636224465
2022-02-12 20:00:00,4.378500000000001,4.181604617559563,2022-02-12 20:00:00,2.2596812604277408,6.103527974691385
2022-02-12 21:00:00,4.276083333333334,4.878419141379963,2022-02-12 21:00:00,2.956495784248141,6.800342498511785
2022-02-12 22:00:00,5.06275,5.107954647964625,2022-02-12 22:00:00,3.1860312908328035,7.029878005096448
2022-02-12 23:00:00,5.3009722222222235,5.391108946634956,2022-02-12 23:00:00,3.4691855895031343,7.313032303766779
2022-02-13 00:00:00,5.747694444444444,5.32335836821838,2022-02-13 00:00:00,3.401435011086558,7.2452817253502015
2022-02-13 01:00:00,6.0406111111111125,5.738274370847123,2022-02-13 01:00:00,3.8163510137153014,7.660197727978945
2022-02-13 02:00:00,6.263833333333333,5.6763267816270275,2022-02-13 02:00:00,3.7544034244952056,7.59825013875885
2022-02-13 03:00:00,7.42875,5.825466254802213,2022-02-13 03:00:00,3.9035428976703908,7.747389611934034
2022-02-13 04:00:00,6.122944444444445,6.667210157474731,2022-02-13 04:00:00,4.7452868003429085,8.589133514606553
2022-02-13 05:00:00,7.009527777777778,5.4560136992150285,2022-02-13 05:00:00,3.5340903420832066,7.37793705634685
2022-02-13 06:00:00,5.843,6.254975270335903,2022-02-13 06:00:00,4.333051913204081,8.176898627467725
2022-02-13 07:00:00,7.382944444444445,6.938380346867459,2022-02-13 07:00:00,5.016456989735637,8.86030370399928
2022-02-13 08:00:00,7.1418333333333335,7.226446668593663,2022-02-13 08:00:00,5.304523311461841,9.148370025725486
2022-02-13 09:00:00,3.182027777777778,4.982781483080623,2022-02-13 09:00:00,3.060858125948801,6.904704840212444
2022-02-13 10:00:00,2.8361944444444442,4.390303782009773,2022-02-13 10:00:00,2.468380424877951,6.312227139141594
2022-02-13 11:00:00,2.902972222222222,3.974289393070701,2022-02-13 11:00:00,2.052366035938879,5.896212750202523
2022-02-13 12:00:00,2.681027777777777,3.5673939033613347,2022-02-13 12:00:00,1.6454705462295127,5.489317260493157
2022-02-13 13:00:00,2.632805555555555,3.0180872499557103,2022-02-13 13:00:00,1.0961638928238884,4.940010607087532
2022-02-13 14:00:00,2.467972222222222,2.7288104706591354,2022-02-13 14:00:00,0.8068871135273135,4.650733827790957
2022-02-13 15:00:00,2.8183333333333334,2.4050868782121055,2022-02-13 15:00:00,0.4831635210802836,4.327010235343927
2022-02-13 16:00:00,2.5981388888888883,2.609098785878103,2022-02-13 16:00:00,0.687175428746281,4.531022143009925
2022-02-13 17:00:00,3.456805555555555,3.4380730907659998,2022-02-13 17:00:00,1.5161497336341778,5.359996447897822
2022-02-13 18:00:00,3.9296111111111114,4.072816442753784,2022-02-13 18:00:00,2.1508930856219624,5.994739799885606
2022-02-13 19:00:00,4.566249999999999,4.533974361704113,2022-02-13 19:00:00,2.6120510045722907,6.455897718835935
2022-02-13 20:00:00,5.007944444444444,4.91718232681845,2022-02-13 20:00:00,2.995258969686628,6.839105683950272
2022-02-13 21:00:00,5.827166666666666,5.578528460235201,2022-02-13 21:00:00,3.6566051031033795,7.500451817367024
2022-02-13 22:00:00,5.275972222222222,6.244797071232403,2022-02-13 22:00:00,4.322873714100581,8.166720428364226
2022-02-13 23:00:00,5.060416666666667,6.201501031737127,2022-02-13 23:00:00,4.279577674605305,8.12342438886895
2022-02-14 00:00:00,5.670277777777779,6.356700973061197,2022-02-14 00:00:00,4.4347776159293755,8.278624330193018
2022-02-14 01:00:00,6.1707222222222216,6.5557558101840465,2022-02-14 01:00:00,4.633832453052225,8.477679167315868
2022-02-14 02:00:00,7.8749722222222225,6.493037169727435,2022-02-14 02:00:00,4.571113812595613,8.414960526859257
2022-02-14 03:00:00,7.346944444444445,7.222565107979631,2022-02-14 03:00:00,5.300641750847809,9.144488465111452
2022-02-14 04:00:00,6.729472222222223,6.680049008184161,2022-02-14 04:00:00,4.758125651052339,8.601972365315984
2022-02-14 05:00:00,6.012277777777777,6.096439297004964,2022-02-14 05:00:00,4.174515939873142,8.018362654136785
2022-02-14 06:00:00,7.046527777777779,6.336913532716965,2022-02-14 06:00:00,4.414990175585142,8.258836889848787
2022-02-14 07:00:00,17.199944444444444,15.986998542693872,2022-02-14 07:00:00,14.06507518556205,17.908921899825692
2022-02-14 08:00:00,14.655027777777779,12.940049602008967,2022-02-14 08:00:00,11.018126244877145,14.86197295914079
2022-02-14 09:00:00,13.582083333333332,12.36147691452694,2022-02-14 09:00:00,10.439553557395117,14.283400271658762
2022-02-14 10:00:00,13.061472222222223,11.757711832719394,2022-02-14 10:00:00,9.835788475587572,13.679635189851217
2022-02-14 11:00:00,12.894305555555555,11.28750258651743,2022-02-14 11:00:00,9.365579229385608,13.209425943649252
2022-02-14 12:00:00,11.588999999999999,10.944147153586277,2022-02-14 12:00:00,9.022223796454455,12.8660705107181
2022-02-14 13:00:00,10.066527777777777,9.180134390541443,2022-02-14 13:00:00,7.258211033409621,11.102057747673266
2022-02-14 14:00:00,10.112888888888886,9.735913538746857,2022-02-14 14:00:00,7.813990181615035,11.65783689587868
2022-02-14 15:00:00,9.921555555555555,9.174587914220089,2022-02-14 15:00:00,7.252664557088266,11.096511271351911
2022-02-14 16:00:00,12.08425,10.942966019054008,2022-02-14 16:00:00,9.021042661922186,12.86488937618583
2022-02-14 17:00:00,0.299388888888889,3.499235068681394,2022-02-14 17:00:00,1.577311711549572,5.421158425813216
2022-02-14 18:00:00,0.11611111111111097,0.3687503187687753,2022-02-14 18:00:00,-1.5531730383630467,2.2906736759005972
2022-02-14 19:00:00,2.280111111111111,1.67761164496758,2022-02-14 19:00:00,-0.24431171216424197,3.599535002099402
2022-02-14 20:00:00,3.5639166666666666,2.9735546111859423,2022-02-14 20:00:00,1.0516312540541204,4.895477968317764
2022-02-14 21:00:00,4.487972222222222,3.559958218156494,2022-02-14 21:00:00,1.6380348610246722,5.481881575288316
2022-02-14 22:00:00,4.6377500000000005,3.862074494680029,2022-02-14 22:00:00,1.9401511375482072,5.783997851811851
2022-02-14 23:00:00,4.5432500000000005,4.584820802136383,2022-02-14 23:00:00,2.662897445004561,6.506744159268205
2022-02-15 00:00:00,5.104222222222222,4.927287367895744,2022-02-15 00:00:00,3.005364010763922,6.849210725027566
2022-02-15 01:00:00,5.372083333333333,5.131401787119883,2022-02-15 01:00:00,3.2094784299880614,7.053325144251705
2022-02-15 02:00:00,5.244944444444444,5.361377683197023,2022-02-15 02:00:00,3.4394543260652006,7.283301040328844
2022-02-15 03:00:00,5.966805555555556,5.726177411943307,2022-02-15 03:00:00,3.804254054811485,7.648100769075128
2022-02-15 04:00:00,5.996916666666665,5.495937598051561,2022-02-15 04:00:00,3.574014240919739,7.417860955183382
2022-02-15 05:00:00,6.1621388888888875,6.668068608804949,2022-02-15 05:00:00,4.746145251673127,8.58999196593677
2022-02-15 06:00:00,7.391750000000001,7.391691607229808,2022-02-15 06:00:00,5.469768250097985,9.31361496436163
2022-02-15 07:00:00,18.074527777777778,16.15776647324453,2022-02-15 07:00:00,14.235843116112706,18.07968983037635
2022-02-15 08:00:00,15.524111111111111,13.893235567111613,2022-02-15 08:00:00,11.971312209979791,15.815158924243436
2022-02-15 09:00:00,16.24761111111111,13.331951044882818,2022-02-15 09:00:00,11.410027687750995,15.25387440201464
2022-02-15 10:00:00,14.505083333333333,12.058808366930606,2022-02-15 10:00:00,10.136885009798783,13.980731724062428
2022-02-15 11:00:00,14.500999999999998,12.004052100763634,2022-02-15 11:00:00,10.082128743631811,13.925975457895456
2022-02-15 12:00:00,13.800861111111113,10.556985734287114,2022-02-15 12:00:00,8.635062377155291,12.478909091418936
2022-02-15 13:00:00,13.911277777777782,9.72254010743653,2022-02-15 13:00:00,7.800616750304707,11.644463464568352
2022-02-15 14:00:00,12.607555555555555,10.606795882279254,2022-02-15 14:00:00,8.684872525147432,12.528719239411076
2022-02-15 15:00:00,12.273722222222226,10.857996358109094,2022-02-15 15:00:00,8.936073000977272,12.779919715240917
2022-02-15 16:00:00,10.720694444444446,10.2187050328966,2022-02-15 16:00:00,8.296781675764777,12.140628390028422
2022-02-15 17:00:00,3.144638888888889,5.666091957468605,2022-02-15 17:00:00,3.7441686003367827,7.588015314600426
2022-02-15 18:00:00,0.12049999999999983,0.11442110341739653,2022-02-15 18:00:00,-1.8075022537144254,2.0363444605492185
2022-02-15 19:00:00,1.4438055555555556,1.043823209179659,2022-02-15 19:00:00,-0.8781001479521628,2.965746566311481
2022-02-15 20:00:00,3.1526944444444456,2.66014740313337,2022-02-15 20:00:00,0.7382240460015481,4.582070760265192
2022-02-15 21:00:00,3.950750000000001,3.5875265169747372,2022-02-15 21:00:00,1.6656031598429153,5.50944987410656
2022-02-15 22:00:00,4.596666666666668,3.919165750419957,2022-02-15 22:00:00,1.997242393288135,5.841089107551779
2022-02-15 23:00:00,4.163083333333335,4.677774001015783,2022-02-15 23:00:00,2.7558506438839614,6.599697358147605
2022-02-16 00:00:00,4.643055555555556,4.881131352810359,2022-02-16 00:00:00,2.9592079956785367,6.803054709942181
2022-02-16 01:00:00,5.10925,5.285133837741547,2022-02-16 01:00:00,3.3632104806097254,7.20705719487337
2022-02-16 02:00:00,5.017611111111112,5.1677080907444495,2022-02-16 02:00:00,3.2457847336126275,7.089631447876272
2022-02-16 03:00:00,6.090833333333334,5.649691946956996,2022-02-16 03:00:00,3.7277685898251742,7.571615304088818
2022-02-16 04:00:00,7.2241388888888896,7.408639959456695,2022-02-16 04:00:00,5.486716602324874,9.330563316588517
2022-02-16 05:00:00,6.556861111111111,5.39238303485075,2022-02-16 05:00:00,3.4704596777189285,7.314306391982573
2022-02-16 06:00:00,7.856583333333333,7.158891544594374,2022-02-16 06:00:00,5.236968187462551,9.080814901726196
2022-02-16 07:00:00,16.887805555555556,19.59600870467856,2022-02-16 07:00:00,17.67408534754674,21.51793206181038
2022-02-16 08:00:00,14.867750000000001,15.018497394744713,2022-02-16 08:00:00,13.096574037612891,16.940420751876534
2022-02-16 09:00:00,10.217916666666666,10.727257089001116,2022-02-16 09:00:00,8.805333731869293,12.649180446132938
2022-02-16 10:00:00,9.621027777777778,12.54955345752115,2022-02-16 10:00:00,10.627630100389327,14.471476814652972
2022-02-16 11:00:00,9.289083333333332,10.350685599873927,2022-02-16 11:00:00,8.428762242742105,12.27260895700575
2022-02-16 12:00:00,9.039555555555554,9.87976175994237,2022-02-16 12:00:00,7.957838402810548,11.801685117074193
2022-02-16 13:00:00,8.170638888888888,8.331412340575966,2022-02-16 13:00:00,6.4094889834441435,10.253335697707788
2022-02-16 14:00:00,6.376638888888889,7.944248899640884,2022-02-16 14:00:00,6.022325542509062,9.866172256772707
2022-02-16 15:00:00,6.365277777777777,8.791819085788337,2022-02-16 15:00:00,6.869895728656514,10.713742442920159
2022-02-16 16:00:00,6.721027777777776,8.64679970064899,2022-02-16 16:00:00,6.724876343517167,10.568723057780812
2022-02-16 17:00:00,2.023722222222222,3.7596169581901515,2022-02-16 17:00:00,1.8376936010583296,5.681540315321973
2022-02-16 18:00:00,0.12155555555555542,0.0,2022-02-16 18:00:00,-2.3185349010915464,1.5253118131720975
2022-02-16 19:00:00,0.12194444444444436,0.06150212757851392,2022-02-16 19:00:00,-1.860421229553308,1.9834254847103359
2022-02-16 20:00:00,1.8809999999999998,1.2682430019625661,2022-02-16 20:00:00,-0.6536803551692558,3.190166359094388
2022-02-16 21:00:00,1.7799722222222223,2.7997090697614047,2022-02-16 21:00:00,0.8777857126295827,4.721632426893226
