,actual_reporting,predicted_reporting,days,saving,average actual daily consumption,average predicted daily consumption,saving daily,actual reporting cost,predicted reporting cost,saving cost,percentage_saving
0,1133.7676388888888,2197.4145203676817,60,1063.65,18.9,36.62,17.73,283.4419097222222,549.3536300919204,265.9125,48.4
