Date and time,actual_reporting,predicted_reporting
2024-06-01 06:00:00,0.08652777777777773,0.0
2024-06-01 07:00:00,0.08641666666666663,0.0
2024-06-01 08:00:00,0.0871666666666666,0.0
2024-06-01 09:00:00,0.08747222222222215,0.0
2024-06-01 10:00:00,0.08936111111111103,0.0
2024-06-01 11:00:00,0.08919444444444435,0.0
2024-06-01 12:00:00,0.08944444444444433,0.0
2024-06-01 13:00:00,0.09394444444444437,0.0
2024-06-01 14:00:00,0.09224999999999993,0.0
2024-06-01 15:00:00,0.09347222222222212,0.0
2024-06-01 16:00:00,0.09136111111111105,0.0
2024-06-01 17:00:00,0.0921388888888888,0.0
2024-06-01 18:00:00,0.09483333333333327,0.0
2024-06-01 19:00:00,0.09286111111111102,0.011114306244161876
2024-06-01 20:00:00,0.0923888888888888,0.0
2024-06-01 21:00:00,0.09047222222222215,0.0
2024-06-01 22:00:00,0.08952777777777775,0.0
2024-06-01 23:00:00,0.09094444444444438,0.0
2024-06-02 00:00:00,0.09244444444444437,0.0
2024-06-02 01:00:00,0.0935277777777777,0.0
2024-06-02 02:00:00,0.09186111111111102,0.0
2024-06-02 03:00:00,0.09255555555555547,0.0
2024-06-02 04:00:00,0.09361111111111103,0.0
2024-06-02 05:00:00,0.09363888888888877,0.0
2024-06-02 06:00:00,0.09108333333333325,0.0
2024-06-02 07:00:00,0.09144444444444437,0.0
2024-06-02 08:00:00,0.09244444444444437,0.0
2024-06-02 09:00:00,0.09080555555555547,0.0
2024-06-02 10:00:00,0.09366666666666655,0.0
2024-06-02 11:00:00,0.09272222222222215,0.0
2024-06-02 12:00:00,0.09136111111111105,0.0
2024-06-02 13:00:00,0.09272222222222212,0.0
2024-06-02 14:00:00,0.08969444444444435,0.0
2024-06-02 15:00:00,0.0884166666666666,0.0
2024-06-02 16:00:00,0.08794444444444441,0.0
2024-06-02 17:00:00,0.0877777777777777,0.0
2024-06-02 18:00:00,0.08872222222222215,0.0
2024-06-02 19:00:00,0.08783333333333328,0.0
2024-06-02 20:00:00,0.08824999999999995,0.0
2024-06-02 21:00:00,0.08758333333333328,0.0
2024-06-02 22:00:00,0.08849999999999993,0.0
2024-06-02 23:00:00,0.08611111111111105,0.0
2024-06-03 00:00:00,0.08777777777777773,0.0
2024-06-03 01:00:00,0.08616666666666663,0.0
2024-06-03 02:00:00,0.08533333333333327,0.0
2024-06-03 03:00:00,0.08483333333333329,0.0
2024-06-03 04:00:00,0.0833333333333333,0.0
2024-06-03 05:00:00,0.08311111111111108,0.0
2024-06-03 06:00:00,0.08749999999999993,2.3111727019211186
2024-06-03 07:00:00,0.08647222222222214,3.3254103541842097
2024-06-03 08:00:00,0.08711111111111106,3.8519015064170246
2024-06-03 09:00:00,0.08847222222222217,4.347833680696801
2024-06-03 10:00:00,0.08411111111111108,2.1818573616737877
2024-06-03 11:00:00,0.08549999999999995,1.0745449368379656
2024-06-03 12:00:00,0.08777777777777773,3.414171094380058
2024-06-03 13:00:00,0.08749999999999995,3.33195906526032
2024-06-03 14:00:00,0.08872222222222215,3.615813841344379
2024-06-03 15:00:00,0.08799999999999993,2.659929432443664
2024-06-03 16:00:00,0.0854444444444444,0.8914700359807195
2024-06-03 17:00:00,0.08530555555555552,0.0030586019747740334
2024-06-03 18:00:00,0.08661111111111107,0.48603735708240126
2024-06-03 19:00:00,0.0849722222222222,0.0
2024-06-03 20:00:00,0.0833333333333333,0.0
2024-06-03 21:00:00,0.08788888888888882,0.0
2024-06-03 22:00:00,0.08377777777777776,0.0
2024-06-03 23:00:00,0.08322222222222214,0.0
2024-06-04 00:00:00,0.08661111111111103,0.0
2024-06-04 01:00:00,0.08661111111111106,0.0
2024-06-04 02:00:00,1.9057500000000003,0.0
2024-06-04 03:00:00,1.5250277777777776,0.0
2024-06-04 04:00:00,1.8910555555555553,0.0
2024-06-04 05:00:00,0.596694444444445,0.0
2024-06-04 06:00:00,0.08277777777777773,1.3381761768135358
2024-06-04 07:00:00,0.08294444444444442,2.2337107037716875
2024-06-04 08:00:00,0.08461111111111105,2.843891729564997
2024-06-04 09:00:00,0.0877777777777777,2.924058608746189
2024-06-04 10:00:00,0.08388888888888885,0.7582493256452121
2024-06-04 11:00:00,0.08774999999999995,0.8984519861647964
2024-06-04 12:00:00,0.08427777777777773,4.4142467938595855
2024-06-04 13:00:00,0.08538888888888879,4.198767169482955
2024-06-04 14:00:00,0.08355555555555552,4.324651875674568
2024-06-04 15:00:00,0.08833333333333328,3.8254597681647544
2024-06-04 16:00:00,0.08663888888888885,1.9554177395727972
2024-06-04 17:00:00,0.08591666666666657,0.6891173997191113
2024-06-04 18:00:00,0.08633333333333328,0.37932955865997786
2024-06-04 19:00:00,0.08472222222222214,0.0
2024-06-04 20:00:00,0.08508333333333325,0.0
2024-06-04 21:00:00,0.08516666666666661,0.0
2024-06-04 22:00:00,0.08399999999999992,0.0
2024-06-04 23:00:00,0.08377777777777773,0.0
2024-06-05 00:00:00,0.08427777777777773,0.0
2024-06-05 01:00:00,0.08558333333333328,0.0
2024-06-05 02:00:00,0.0850555555555555,0.0
2024-06-05 03:00:00,0.0849444444444444,0.0
2024-06-05 04:00:00,0.08455555555555552,0.0
2024-06-05 05:00:00,0.08361111111111105,0.0
2024-06-05 06:00:00,0.0838055555555555,1.691924933573701
2024-06-05 07:00:00,0.08374999999999995,2.561888766818682
2024-06-05 08:00:00,0.08494444444444438,2.8566400609655664
2024-06-05 09:00:00,0.08416666666666658,3.3893789079406664
2024-06-05 10:00:00,0.08516666666666663,2.336718728403702
