,actual_reporting,predicted_reporting,days,saving,average actual daily consumption,average predicted daily consumption,saving daily,daily_energy_mean,daily_temperature_mean
0,13196.111737203495,14226.055614550027,150,1029.94,87.97,94.84,6.87,36.14,19.2
