,daily_energy_mean_workdays_workhour,daily_temperature_mean_workdays_workhour,daily_energy_mean_weekend_workhour,daily_temperature_mean_weekend_workhour,daily_energy_mean_workdays_sleep,daily_temperature_mean_workdays_sleep,daily_energy_mean_weekend_sleep,daily_temperature_mean_weekend_sleep
0,43.12,20.05,39.73,18.48,52.38,18.99,51.29,18.32
