,daily_energy_mean_workdays_workhour,daily_temperature_mean_workdays_workhour,daily_energy_mean_weekend_workhour,daily_temperature_mean_weekend_workhour,daily_energy_mean_workdays_sleep,daily_temperature_mean_workdays_sleep,daily_energy_mean_weekend_sleep,daily_temperature_mean_weekend_sleep
0,30.06,24.61,3.77,26.05,12.85,25.26,4.8,25.36
