,daily_energy_mean_workdays_workhour,daily_temperature_mean_workdays_workhour,daily_energy_mean_weekend_workhour,daily_temperature_mean_weekend_workhour,daily_energy_mean_workdays_sleep,daily_temperature_mean_workdays_sleep,daily_energy_mean_weekend_sleep,daily_temperature_mean_weekend_sleep
0,35.6,19.26,35.63,18.25,52.13,18.4,50.82,18.09
