,daily_energy_mean_workdays_workhour,daily_temperature_mean_workdays_workhour,daily_energy_mean_weekend_workhour,daily_temperature_mean_weekend_workhour,daily_energy_mean_workdays_sleep,daily_temperature_mean_workdays_sleep,daily_energy_mean_weekend_sleep,daily_temperature_mean_weekend_sleep
0,12.83,24.87,1.02,25.14,9.05,24.49,1.02,24.71
